Jogo;Dia;Hora;Prova;SÉrie;Equipas;Pavilhão;1º Árbitro;2º Árbitro;JL;JL2
968;17/12/2022;21:00;NSFI;A;SCPORT. - VITO SC;PAV. JOÃO ROCHA - LISBOA;SERGIO PEREIRA;ALEXANDRE RIBEIRO;NICOLE SOUSA;ANDRÉ CARVALHO;
304;17/12/2022;15:00;CRFInf;C;"FAMÕES_CA ""A"" - CR_PIEDENSE";ESC. SEC. BRAAMCAMP FREIRE;SUSANA SALGADO;;;
333;17/12/2022;17:00;CRFInf;D;"FAMÕES_CA ""B"" - GDS_CASCAIS";ESC. SEC. BRAAMCAMP FREIRE;SUSANA SALGADO;;;
550;18/12/2022;16:00;CNJB1M;ÚNICA;SL_BENFICA - CASTELO;PAV. UNIVERSITÁRIO;ALEXANDRE RIBEIRO;;;
524;18/12/2022;15:00;CRFCad;B;LUSÓFONA_VC - AD_MARISTA;PAV. PROFESSOR TEOTÓNIO LIMA;ANDRÉ CARVALHO;;;
673;18/12/2022;19:00;CRFJuv;D;LUSOFONA_VC - CSJ_BRITO;PAV. PROFESSOR TEOTÓNIO LIMA;ANDRÉ CARVALHO;;;
773;18/12/2022;15:00;CNJNBF;A;FAMOES_CA - SPORTING_CP;ESC. SEC. BRAAMCAMP FREIRE;ANDRÉ CORREIA;;;
826;18/12/2022;17:00;CNJBM;ÚNICA;FAMÕES_CA - AM_NOGUEIRA;ESC. SEC. BRAAMCAMP FREIRE;ANDRÉ CORREIA;;;
1238;18/12/2022;18:00;CRSFIII;A;EF_LENCASTRE - CV_LISBOA;ESC. FILIPA DE LENCASTRE;CARLOS SILVA;;;
484;18/12/2022;15:00;CRFIni;F;"CR_PIEDENSE - CSJ_BRITO ""B""";PAV. CR PIEDENSE;CARLOTA BRAGA;;;
675;18/12/2022;17:00;CRFJuv;D;CR_PIEDENSE - GD_SESIMBRA;PAV. CR PIEDENSE;CARLOTA BRAGA;;;
223;18/12/2022;19:00;CRMJun;ÚNICA;CN_GINÁSTICA - CV_LISBOA;COMPLEXO CNG;CATARINA PEREIRA;;;
525;18/12/2022;17:00;CRFCad;B;EF_LENCASTRE - CV_LISBOA;ESC. FILIPA DE LENCASTRE;CATARINA RODRIGUES;;;
645;18/12/2022;15:00;CRFJuv;C;EF_LENCASTRE - SALES_ESTORIL;ESC. FILIPA DE LENCASTRE;CATARINA RODRIGUES;;;
644;18/12/2022;15:00;CRFJuv;C;GC_PORTUGUES - GDS_CASCAIS;LICEU PEDRO NUNES;CATARINA RODRIGUES;;;
715;18/12/2022;17:00;CRFJun;B;GC_PORTUGUÊS - CP_ARRUPE;LICEU PEDRO NUNES;CATARINA RODRIGUES;;;
364;18/12/2022;11:30;CRFInf;E;"AV_ATLÂNTICO - ES_MAD.TORRES ""B""";Col. Atlântico;DIOGO SILVA;;;
222;18/12/2022;15:00;CRMJun;ÚNICA;SPORTING_CP - CV_OEIRAS;PAV. MULTIDESPORTIVO SCP;GABRIELA RODRIGUES;;;
363;18/12/2022;17:00;CRFInf;E;"SL_BENFICA - LUSÓFONA_VC ""B""";Esc. Sec. JosÉ Cardoso Pires;GONÇALO RAMOS;;;
545;18/12/2022;15:00;CRFCad;C;SC_TORRES - CD_ALVERCA V.;PAV. SC TORRES;HENRIQUE LOPES;;;
283;18/12/2022;11:00;CRFInf;B;SINTRA_VOLEI - EF_LENCASTRE;PAV. ALTO DOS MOINHOS - TERRUGEM;HUGO CRUZ;;;
574;18/12/2022;15:00;CRFCad;D;MTBA - VC_SETUBAL;PAV. MTBA;INÊS MIGUEL;;;
827;18/12/2022;11:00;CNJBM;ÚNICA;CN_GINÁSTICA - MTBA;COMPLEXO CNG;INÊS PEREIRA;;;
157;18/12/2022;16:00;CRJUVM;ÚNICA;CV_LISBOA - SC_CALDAS;PAV. MUNICIPAL ALVALADE;ION ANDRUSENCO;;;
774;18/12/2022;18:00;CRFJun;D;CV_LISBOA - CF_BELENENSES;PAV. MUNICIPAL ALVALADE;ION ANDRUSENCO;;;
803;18/12/2022;09:30;CNJNBF;B;FILIPA_LENC - CF_BELENENSES;PAV. ACÁCIO ROSA - RESTELO;JORGE REIS;;;
597;18/12/2022;15:00;CRFJuv;B;AD_MARISTA - FAMOES_CA;EXT. MARISTAS LISBOA;LEONOR CRUZ;;;
303;18/12/2022;15:00;CRFInf;C;"CDM_CARCAVELOS - CSJ_BRITO ""A""";Col. Maristas de Carcavelos;MADALENA PAIS;;;
505;18/12/2022;11:00;CRFCad;A;CDM_CARCAVELOS - CN_GINÁSTICA;Col. Maristas de Carcavelos;MADALENA PAIS;;;
714;18/12/2022;11:00;CRFJun;B;SL_BENFICA - CSJ_BRITO;PAV. COL. SÃO JOÃO BRITO;MARGARIDA FORMIGA;;;
743;18/12/2022;17:00;CRFJun;C;SPORTING_CP - ES_MAD TORRES;PAV. MULTIDESPORTIVO SCP;MARIA FERREIRA;;;
829;18/12/2022;19:00;CNJBM;ÚNICA;SPORTING_CP - SC_CALDAS;PAV. MULTIDESPORTIVO SCP;MARIA FERREIRA;;;
596;18/12/2022;15:00;CRFJuv;B;SINTRA_VOLEI - SPORTING_CP;PAV. ALTO DOS MOINHOS - TERRUGEM;MARTA RALHA;;;
463;18/12/2022;13:00;CRFIni;E;"SINTRA_VOLEI ""B"" - CD_MARISTAS CARC";PAV. ALTO DOS MOINHOS - TERRUGEM;MARTA RALHA;;;
504;18/12/2022;11:00;CRFCad;A;CSJ_BRITO - SALES_LISB;PAV. COL. SÃO JOÃO BRITO;MATILDE MARANHA;;;
805;18/12/2022;11:00;CNJNBF;B;CR_PIEDENSE - AD_MARISTA;PAV. CR PIEDENSE;PEDRO MOUTA;;;
594;18/12/2022;15:00;CRFJuv;A;SL_BENFICA - CF_BELENENSES;PAV. Nº2 - ESTÁDIO SLB;RODRIGO ANDRADE;;;
694;18/12/2022;17:00;CRFJun;A;SINTRA_VOLEI - LOBATOS_V;PAV. ALTO DOS MOINHOS - TERRUGEM;SAMUEL PATRÃO;;;
828;18/12/2022;19:00;CNJBM;ÚNICA;SINTRA_V - CP_ARRUPE;PAV. ALTO DOS MOINHOS - TERRUGEM;SAMUEL PATRÃO;;;
445;18/12/2022;16:00;CRFIni;D;TC_ALCOCHETE - VC_SETUBAL;PAV. DESPORTIVO SAMOUCO;SANDRA BENTES;;;
549;18/12/2022;16:00;CNJB1M;ÚNICA;CV_OEIRAS - ESMORIZ_GC;PAV. MUN. SÃO JULIÃO DA BARRA;SANDRA DEVEZA;;;
423;18/12/2022;11:00;CRFIni;C;"AD_MARISTA - LUSÓFONA_VC ""B""";EXT. MARISTAS LISBOA;SUSANA SALGADO;PAULO DUQUE;;
633;19/12/2022;21:00;CNJB1F;ÚNICA;LOBATOS_V - SL_BENFICA;PAV. ESC. PEDRO EANES LOBATO;JORGE REIS;;;
1258;20/12/2022;21:30;CRSFIII;A;ODIVELAS_SC - CV_OEIRAS;ESC. SEC. BRAAMCAMP FREIRE;ALEXANDRE RIBEIRO;;;
364;14/01/2023;17:00;NSMII;.;C VOLEI - CNGINAS;ESC. SOPHIA MELLO BREYNER;ALEXANDRE RIBEIRO;MARIA FERREIRA;;
1092;14/01/2023;13:00;CRFJUV;2ªF - A;SCP - V4A;PAV. MULTIDESPORTIVO SCP;ANDRÉ CORREIA;;;
50;14/01/2023;15:00;CRINICM;ÚNICA;SPORTING_CP - SC_CALDAS;PAV. MULTIDESPORTIVO SCP;ANDRÉ CORREIA;;;
95;14/01/2023;17:00;CRCADM;ÚNICA;SPORTING_CP - SL_BENFICA;PAV. MULTIDESPORTIVO SCP;ANDRÉ CORREIA;;;
1263;14/01/2023;17:00;CRSFIII;A;FAMOES_CA - CV_LISBOA;ESC. SEC. BRAAMCAMP FREIRE;CARLOS SILVA;;;
1232;14/01/2023;19:00;CRSMIII;ÚNICA;FAMOES_CA - GD_SESIMBRA;ESC. SEC. BRAAMCAMP FREIRE;CARLOS SILVA;;;
1104;14/01/2023;11:00;CRFJUV;2ªF - B;SLB - GDS;ESC. SEC. GENERAL HUMBERTO DELGADO;CARLOTA BRAGA;;;
1202;14/01/2023;15:00;CRFJUN;2ªF - C;FCA - CDAV;ESC. SEC. CANEÇAS;CARLOTA BRAGA;;;
948;14/01/2023;17:00;CRFINI;2ªF - C;FCA - SV A;ESC. SEC. CANEÇAS;CARLOTA BRAGA;;;
1010;14/01/2023;15:00;CRFINI;2ªF - E;OSC - RCS;ESC. SEC. CARLOS PAREDES;CAROLINA TAVARES;;;
1079;14/01/2023;17:00;CRFCAD;2ªF - D;OSC - VCS;ESC. SEC. CARLOS PAREDES;CAROLINA TAVARES;;;
1265;14/01/2023;17:00;CRSFIII;A;CV_OEIRAS - EF_LENCASTRE;ESC. FILIPA DE LENCASTRE;CATARINA RODRIGUES;;;
363;14/01/2023;17:00;NSMII;.;OEIRAS - ATL.MAD;PAV. MUN. SÃO JULIÃO DA BARRA;DANIEL FERNANDES;GONÇALO MONTEIRO;;
1233;14/01/2023;15:00;CRSMIII;ÚNICA;ACAD_VP - AV_ATLÂNTICO;PAV. MUN. JOÃO DOS SANTOS;DIOGO SILVA;;;
918;14/01/2023;17:00;CRFINI;2ªF - B;AVP - SOM;PAV. MUN. JOÃO DOS SANTOS;DIOGO SILVA;;;
1212;14/01/2023;15:00;CNJBF;2ªF - SU;AD_MARISTA - SO_MARINHENSE;EXT. MARISTAS DE LISBOA;GABRIELA RODRIGUES;;;
1077;14/01/2023;19:00;CRFCAD;2ªF - D;CVO - CVL;PAV. MUN. SÃO JULIÃO DA BARRA;GABRIELA SANTOS;;;
51;14/01/2023;15:00;CRINICM;ÚNICA;CV_OEIRAS - SL_BENFICA;PAV. MUN. SÃO JULIÃO DA BARRA;GONÇALO MONTEIRO;;;
231;14/01/2023;11:00;CRMJun;ÚNICA;CV_OEIRAS - VC_SETÚBAL;PAV. MUN. SÃO JULIÃO DA BARRA;GONÇALO RAMOS;;;
1091;14/01/2023;17:00;CRFJUV;2ªF - A;ESMT - LVC;ESC. SEC. MADEIRA TORRES;HENRIQUE LOPES;;;
890;14/01/2023;18:00;CRFINI;2ªF - A;CSJB B - CVO;PAV. DESPORTIVO PADRE AFONSO HERÉDIA;HUGO CRUZ;;;
1201;14/01/2023;17:30;CRFJUN;2ªF - C;GCP - CPA;COL. PEDRO ARRUPE;INÊS MIGUEL;SANDRA DEVEZA;;
229;14/01/2023;15:00;CRMJun;ÚNICA;HENR_NOG_VOL - ODIVELAS_SC;ESC. SÃO GONÇALO;INÊS PEREIRA;;;
1284;14/01/2023;17:00;CRSFIII;B;AV_ATLÂNTICO - SALES_LISB;COL. ATLÂNTICO;JORGE REIS;;;
1078;14/01/2023;19:00;CRFCAD;2ªF - D;AVA - CNG;COL. ATLÂNTICO;JORGE REIS;;;
950;14/01/2023;19:00;CRFINI;2ªF - C;CDMC - CFB B;COL. MARISTAS DE CARCAVELOS;MADALENA PAIS;;;
920;14/01/2023;16:00;CRFINI;2ªF - B;GCP - SV B;LICEU PEDRO NUNES;MARIA JOÃO;;;
230;14/01/2023;15:00;CRMJun;ÚNICA;CN_GINÁSTICA - SPORTING_CP ;COMPLEXO CNG;MARTA RALHA;;;
1100;14/01/2023;17:00;CNJBF;2ªF - SP;CN_GINÁSTICA - GDC_GUEIFÃES;COMPLEXO CNG;MARTA RALHA;;;
1051;14/01/2023;15:00;CRFCAD;2ªF - B;SL - LV;SALESIANOS DE LISBOA;MATILDE MARANHA;;;
1009;14/01/2023;17:00;CRFINI;2ªF - E;SL - EP A;SALESIANOS DE LISBOA;MATILDE MARANHA;;;
1121;14/01/2023;19:00;CRFJUV;2ªF - C;OSC - GCP;ESC. SEC. CARLOS PAREDES;PAULO DUQUE;;;
888;14/01/2023;16:00;CRFINI;2ªF - A;CFB A - SLB;PAV. MESQUITA DE LISBOA;PEDRO MATOS;;;
1106;14/01/2023;15:00;CRFJUV;2ªF - B;BR - AMN;ESC. SEC. REYNALDO DOS SANTOS;PEDRO MOUTA;;;
232;14/01/2023;17:00;CRMJun;ÚNICA;GDR_BOM RETIRO - CV_LISBOA;ESC. SEC. REYNALDO DOS SANTOS;PEDRO MOUTA;;;
1155;14/01/2023;17:00;CRFJUN;2ªF - A;LVC - SLB;PAV. PROFESSOR TEOTÓNIO LIMA;RICARDO MADEIRA;;;
841;14/01/2023;19:00;CRFINF;2ªF - C;LVC B - CNG;PAV. PROFESSOR TEOTÓNIO LIMA;RICARDO MADEIRA;;;
168;14/01/2023;14:30;CRJUVM;ÚNICA;MTBA - CN_GINÁSTICA;PAV. MTBA;RUI CASTANHEIRA;;;
919;14/01/2023;16:00;NSMI;A;SLBENFI - AA ESPI;PAV. Nº2 - ESTÁDIO SLB;RUI REIS;SOFIA COSTA;AndrÉ Carvalho;Ion Andrusenco;
554;14/01/2023;18:30;CNJB1M;ÚNICA;SL_BENFICA - AMARES_V;PAV. EST. UNIVERSITÁRIO;SAMUEL PATRÃO;;;
1039;14/01/2023;14:00;CRFCAD;2ªF - A;CSJB - CRP;COL. SÃO JOÃO DE BRITO;SANDRA BENTES;;;
979;14/01/2023;16:00;CRFINI;2ªF - D;CSJB A - CRP;COL. SÃO JOÃO DE BRITO;SANDRA BENTES;;;
638;14/01/2023;15:00;CNJB1F;ÚNICA;SL_BENFICA - BOAVISTA_FC;COL. PEDRO ARRUPE;SANDRA DEVEZA;;;
918;14/01/2023;15:00;NSMI;A;SCPORT. - AJFB;PAV. JOÃO ROCHA;SERGIO PEREIRA;MICHELLE FERREIRA;Samuel Patrão;Hugo Cruz;
977;14/01/2023;20:00;NSFI;A;SLBENFI - VILACON;PAV. Nº2 - ESTÁDIO SLB;SOFIA COSTA;RUI REIS;Ion Andrusenco;AndrÉ Carvalho;
94;14/01/2023;18:00;CRCADM;ÚNICA;GAMA BARROS_V. - AV_ATLÂNTICO;ES GAMA BARROS - CACÉM;SUSANA SALGADO;;;
1136;15/01/2023;15:00;CRFJUV;2ªF - D;EFL - AVP;ESC. FILIPA DE LENCASTRE;AFONSO GONÇALVES;;;
1064;15/01/2023;17:00;CRFCAD;2ªF - C;EFL - AMN;ESC. FILIPA DE LENCASTRE;AFONSO GONÇALVES;;;
840;15/01/2023;15:00;CNJBM;ÚNICA;ODIVELAS_SC - SINTRA_V;ESC. SEC. CARLOS PAREDES;ALEXANDRE RIBEIRO;;;
864;15/01/2023;10:00;CRFINF;2ªF - D;CSJB B - VCS;COL. SÃO JOÃO DE BRITO;ANDRÉ CARVALHO;;;
983;15/01/2023;12:00;CRFINI;2ªF - D;CSJB A - VCS;COL. SÃO JOÃO DE BRITO;ANDRÉ CARVALHO;;;
861;15/01/2023;11:00;CRFINF;2ªF - D;CRP - ESMT B;PAV. CR PIEDENSE;CARLOTA BRAGA;;;
1013;15/01/2023;11:30;CRFINI;2ªF - E;SL - OSC;ESC. SEC. BRAAMCAMP FREIRE;CAROLINA TAVARES;;;
781;15/01/2023;12:00;CRFINF;2ªF - A;SCP A - ESMT A;PAV. JOÃO ROCHA;CATARINA PEREIRA;;;
893;15/01/2023;14:30;CRFINI;2ªF - A;LVC B - CSJB B;PAV. PROFESSOR TEOTÓNIO LIMA;CATARINA RODRIGUES;;;
892;15/01/2023;17:00;CRFINI;2ªF - A;LVC A - CFB A;PAV. PROFESSOR TEOTÓNIO LIMA;CATARINA RODRIGUES;;;
922;15/01/2023;11:00;CRFINI;2ªF - B;CNG - AVP;COMPLEXO CNG;CLARA OLARU;;;
952;15/01/2023;12:00;CRFINI;2ªF - C;CPA - FCA;COL. PEDRO ARRUPE;DIOGO SILVA;;;
838;15/01/2023;15:30;CNJBM;ÚNICA;CP_ARRUPE - MTBA;COL. PEDRO ARRUPE;DIOGO SILVA;;;
951;15/01/2023;15:00;CRFINI;2ªF - C;SV A  - CFB B;PAV. ALTO DOS MOINHOS - TERRUGEM;GABRIELA SANTOS;;;
574;15/01/2023;11:00;CNJB1M;ÚNICA;CV_OEIRAS - AMARES_V;ESC. SOPHIA MELLO BREYNER;GONÇALO MONTEIRO;;;
1063;15/01/2023;11:00;CRFCAD;2ªF - C;CDMC - MTBA;COL. MARISTAS DE CARCAVELOS;GONÇALO RAMOS;;;
981;15/01/2023;15:00;CRFINI;2ªF - D;ADM - EP B;EXT. MARISTAS DE LISBOA;HENRIQUE LOPES;;;
1105;15/01/2023;17:00;CRFJUV;2ªF - B;ADM - CVO;EXT. MARISTAS DE LISBOA;HENRIQUE LOPES;;;
1181;15/01/2023;20:30;CRFJUN;2ªF - B;CFB - ADM;PAV. ACÁCIO ROSA;HUGO CRUZ;;;
1203;15/01/2023;17:00;CRFJUN;2ªF - C;SCT - CVL;PAV. SC TORRES;INÊS PEREIRA;;;
891;15/01/2023;15:00;CRFINI;2ªF - A;SLB - CVO;ESC. SEC. GENERAL HUMBERTO DELGADO;ION ANDRUSENCO;;;
467;15/01/2023;15:00;NSFII;.;CFBELEN - ESMO GC;PAV. ACÁCIO ROSA;JORGE REIS;ANDRÉ CORREIA;;
1134;15/01/2023;11:00;CRFJUV;2ªF - D;SE - FCA;SALESIANOS ESTORIL;LEONOR CRUZ;;;
1012;15/01/2023;10:00;CRFINI;2ªF - E;EP A  - SCP A;COL. AMOR DE DEUS;MADALENA PAIS;;;
1156;15/01/2023;15:00;CRFJUN;2ªF - A;AVA - SCP;COL. ATLÂNTICO;MARIA FERREIRA;;;
1098;15/01/2023;17:00;CNJBF;2ªF - SP;AV_ATLÂNTICO - CF_BELENENSES;COL. ATLÂNTICO;MARIA FERREIRA;;;
862;15/01/2023;10:00;CRFINF;2ªF - D;CFB - SCP B;PAV. MESQUITA DE LISBOA;MARIA JOÃO;;;
863;15/01/2023;11:30;CRFINF;2ªF - D;FCA B - CDAV;ESC. SEC. CANEÇAS;MARIANA CASTRO;;;
982;15/01/2023;15:00;CRFINI;2ªF - D;CRP - SCP B;PAV. CR PIEDENSE;MARTA RALHA;;;
1210;15/01/2023;17:00;CNJBF;2ªF - SU;CR_PIEDENSE - GINÁSIO_CP;PAV. CR PIEDENSE;MARTA RALHA;;;
167;15/01/2023;15:00;CRJUVM;ÚNICA;ODIVELAS_SC - CV_LISBOA;ESC. SEC. BRAAMCAMP FREIRE;MICHELLE FERREIRA;;;
1264;15/01/2023;17:00;CRSFIII;A;ODIVELAS_SC - CP_ARRUPE;ESC. SEC. BRAAMCAMP FREIRE;MICHELLE FERREIRA;;;
1011;15/01/2023;15:00;CRFINI;2ªF - E;LV - RCS;ESC. PEDRO EANES LOBATO;NICOLE SOUSA;;;
1154;15/01/2023;18:00;CRFJUN;2ªF - A;LV - SV;ESC. PEDRO EANES LOBATO;NICOLE SOUSA;;;
953;15/01/2023;15:00;CRFINI;2ªF - C;TCA - CDMC;PAV. DESPORTIVO SAMOUCO;PAULO DUQUE;;;
1180;15/01/2023;17:00;CRFJUN;2ªF - B;TCA - AMN;PAV. DESPORTIVO SAMOUCO;PAULO DUQUE;;;
1062;15/01/2023;11:00;CRFCAD;2ªF - C;ADM - CDAV;EXT. MARISTAS DE LISBOA;PEDRO MATOS;;;
818;15/01/2023;11:00;CRFINF;2ªF - B;ADM - SV;EXT. MARISTAS DE LISBOA;PEDRO MOUTA;;;
1182;15/01/2023;15:00;CRFJUN;2ªF - B;EFL - MTBA;ESC. FILIPA DE LENCASTRE;RICARDO MADEIRA;;;
1211;15/01/2023;17:00;CNJBF;2ªF - SU;FILIPA_LENC - SPORTING_CP;ESC. FILIPA DE LENCASTRE;RICARDO MADEIRA;;;
1135;15/01/2023;15:00;CRFJUV;2ªF - D;CSJB - CPA;COL. SÃO JOÃO DE BRITO;RODRIGO ANDRADE;;;
837;15/01/2023;16:00;CNJBM;ÚNICA;CD_ALVERCA V - AM_NOGUEIRA;ESC. SEC. GAGO COUTINHO;RUI CASTANHEIRA;;;
1040;15/01/2023;10:00;CRFCAD;2ªF - A;LVC - SCP;PAV. PROFESSOR TEOTÓNIO LIMA;SAMUEL PATRÃO;;;
780;15/01/2023;12:00;CRFINF;2ªF - A;LVC A - CPA;PAV. PROFESSOR TEOTÓNIO LIMA;SAMUEL PATRÃO;;;
820;15/01/2023;17:30;CRFINF;2ªF - B;GDSC - CSJB A;PAV. GUILHERME PINTO BASTO;SANDRA BENTES;;;
922;15/01/2023;20:15;NSMI;A;SLBENFI - AJFB;PAV. Nº2 - ESTÁDIO SLB;SANDRA DEVEZA;DANIEL FERNANDES;Catarina Pereira;Samuel Patrão;
839;15/01/2023;18:00;CNJBM;ÚNICA;SPORTING_CP - FAMOES_CA;PAV. JOÃO ROCHA;SOFIA COSTA;;;
923;15/01/2023;11:00;CRFINI;2ªF - B;CDAV - GCP;ESC. SEC. GAGO COUTINHO;SUSANA SALGADO;;;
169;21/01/2023;17:00;CRMJUV;ÚNICA;AV_ATLÂNTICO - AM_NOGUEIRA;COLÉGIO ATLÂNTICO;ALEXANDRE RIBEIRO;;;
1234;21/01/2023;19:00;CRSMIII;ÚNICA;AV_ATLÂNTICO - FAMOES_CA;COLÉGIO ATLÂNTICO;ALEXANDRE RIBEIRO;;;
1101;21/01/2023;17:00;CNJBF;2ªF - SP;CSJ_BRITO - DUMIENSE_FC;COL. SÃO JOÃO DE BRITO;ANDRÉ CORREIA;;;
1235;21/01/2023;15:00;CRSMIII;ÚNICA;VC_SETUBAL - ACAD_VP;PAV. MUN. ARANGUEZ;BRUNO SILVA;;;
843;21/01/2023;15:00;CRFINF;2ªF - C;V4A - AVA;ESC. SEC. CASCAIS;CARLOS SILVA;;;
1094;21/01/2023;17:00;CRFJUV;2ªF - A;V4A - LVC;ESC. SEC. CASCAIS;CARLOS SILVA;;;
233;21/01/2023;17:00;CRMJun;ÚNICA;ODIVELAS_SC - GDR_BOM RETIRO;ESC. SEC. BRAAMCAMP FREIRE;CAROLINA TAVARES;;;
1161;21/01/2023;19:30;CRFJUN;2ªF - A;MADEIRA_TORRES - AV_ATLÂNTICO;ESC. SEC. MADEIRA TORRES;DIOGO SILVA;;;
1183;21/01/2023;15:00;CRFJUN;2ªF - B;AMN - EFL;ESC. SEC. DANIEL SAMPAIO;GABRIELA RODRIGUES;;;
171;21/01/2023;15:00;CRMJUV;ÚNICA;CN_GINÁSTICA - ODIVELAS_SC;COMPLEXO CNG;GABRIELA SANTOS;;;
1104;21/01/2023;15:00;CNJBF;2ªF - SP;AV_ATLÂNTICO - CN_GINÁSTICA;COLÉGIO ATLÂNTICO;GONÇALO MONTEIRO;;;
99;21/01/2023;20:30;CRCADM;ÚNICA;SL_BENFICA - VC_SETÚBAL;PAV. Nº2 - ESTÁDIO SLB;GONÇALO RAMOS;;;
867;21/01/2023;19:00;CRFINF;2ªF - D;VCS - SCP B;PAV. MUN. ARANGUEZ;INÊS MIGUEL;;;
984;21/01/2023;17:00;CRFINI;2ªF - D;VCS - ADM;PAV. MUN. ARANGUEZ;INÊS MIGUEL;;;
894;21/01/2023;11:00;CRFINI;2ªF - A;CSJB B - SLB;COL. SÃO JOÃO DE BRITO;INÊS PEREIRA;;;
234;21/01/2023;15:00;CRMJun;ÚNICA;SPORTING_CP - HENR_NOG_VOL;PAV. MULTIDESPORTIVO SCP;JORGE REIS;;;
785;21/01/2023;15:00;CRFINF;2ªF - A;ESMT A - LVC A;ESC. SEC. MADEIRA TORRES;MARGARIDA FORMIGA;;;
1214;21/01/2023;17:00;CNJBF;2ªF - SU;ODIVELAS_SC - GC_PORTUGUÊS;EB. CARLOS PAREDES;MARIA FERREIRA;;;
924;21/01/2023;15:00;CRFINI;2ªF - B;GCP - SOM;LICEU PEDRO NUNES;MARIA JOÃO;;;
842;21/01/2023;17:00;CRFINF;2ªF - C;CNG - CVO;COMPLEXO CNG;MARTA RALHA;;;
1206;21/01/2023;19:00;CRFJUN;2ªF - C;CNG - FCA;COMPLEXO CNG;MARTA RALHA;;;
639;21/01/2023;18:00;CNJB1F;ÚNICA;LOBATOS_V - AJM/FCP;ESC. PEDRO EANES LOBATO;MICHELLE FERREIRA;;;
1050;21/01/2023;15:00;CRFCAD;2ªF - B;LV - GDSC;ESC. PEDRO EANES LOBATO;MICHELLE FERREIRA;;;
236;21/01/2023;16:00;CRMJun;ÚNICA;CV_LISBOA - CV_OEIRAS;ESC. SOPHIA MELLO BREYNER;NICOLE SOUSA;;;
865;21/01/2023;11:00;CRFINF;2ªF - D;CDAV - CRP;ESC. SEC. GAGO COUTINHO;PAULO DUQUE;;;
1142;21/01/2023;15:00;CRFJUV;2ªF - D;CPA - FCA;COL. PEDRO ARRUPE;PEDRO MATOS;;;
895;21/01/2023;15:00;CRFINI;2ªF - A;CVO - LVC A;PAV. MUN. SÃO JULIÃO DA BARRA;PEDRO MOUTA;;;
927;21/01/2023;15:00;NSMI;A;SCPORT. - SLBENFI;PAV. JOÃO ROCHA - LISBOA;RICARDO FERREIRA;SOFIA COSTA;HUGO CRUZ;CATARINA RODRIGUES;
784;21/01/2023;17:00;CRFINF;2ªF - A;CPA - SLB;COL. PEDRO ARRUPE;RICARDO MADEIRA;;;
1204;21/01/2023;19:00;CRFJUN;2ªF - C;CPA - SCT;COL. PEDRO ARRUPE;RICARDO MADEIRA;;;
100;21/01/2023;15:00;CRCADM;ÚNICA;CV_OEIRAS - AV_ATLÂNTICO;PAV. MUN. SÃO JULIÃO DA BARRA;RODRIGO ANDRADE;;;
926;21/01/2023;11:00;CRFINI;2ªF - B;AVP - CDAV;PAV. MUN. JOÃO DOS SANTOS;RUI CASTANHEIRA;;;
985;21/01/2023;12:00;CRFINI;2ªF - D;EP B - CRP;COL. AMOR DE DEUS;SAMUEL PATRÃO;;;
949;21/01/2023;15:00;CRFINI;2ªF - C;TCA - CPA;PAV. DESPORTIVO SAMOUCO;SANDRA BENTES;;;
1195;22/01/2023;19:00;CRFJUN;2ªF - C;CNG - CPA;COMPLEXO CNG;AFONSO GONÇALVES;;;
788;22/01/2023;17:00;CRFINF;2ªF - A;SLB - ESMT A;est. Universitário - pav. 1;ANDRÉ CORREIA;;;
1159;22/01/2023;15:00;CRFJUN;2ªF - A;SL_BENFICA - LOBATOS_V;est. Universitário - pav. 1;ANDRÉ CORREIA;;;
1184;22/01/2023;15:30;CRFJUN;2ªF - B;ADM - TCA;EXT. MARISTA DE LISBOA;CAROLINA TAVARES;;;
841;22/01/2023;17:00;CNJBM;ÚNICA;SINTRA_V - CN_GINÁSTICA;PAV. ALTO DOS MOINHOS - TERRUGEM;CATARINA PEREIRA;;;
1158;22/01/2023;19:00;CRFJUN;2ªF - A;SINTRA_V - CSJ_BRITO;PAV. ALTO DOS MOINHOS - TERRUGEM;CATARINA PEREIRA;;;
1160;22/01/2023;15:00;CRFJUN;2ªF - A;SPORTING_CP - LUSOFONA_VC;PAV. JOÃO ROCHA - LISBOA;CATARINA RODRIGUES;;;
844;22/01/2023;11:00;CNJBM;ÚNICA;CP_ARRUPE - FAMOES_CA;COL. PEDRO ARRUPE;DANIEL FERNANDES;;;
843;22/01/2023;18:00;CNJBM;ÚNICA;SPORTING_CP - AM_NOGUEIRA;PAV. MULTIDESPORTIVO SCP;GABRIELA RODRIGUES;;;
986;22/01/2023;19:30;CRFINI;2ªF - D;SCP B - CSJB A;PAV. MULTIDESPORTIVO SCP;GABRIELA RODRIGUES;;;
1141;22/01/2023;15:00;CRFJUV;2ªF - D;CSJB - EFL;COL. SÃO JOÃO DE BRITO;GABRIELA SANTOS;;;
850;22/01/2023;15:00;CRFINF;2ªF - C;CNG - CDMC;COMPLEXO CNG;GONÇALO MONTEIRO;;;
1185;22/01/2023;11:30;CRFJUN;2ªF - B;SL - CFB;SALESIANOS DE LISBOA;GONÇALO RAMOS;;;
1213;22/01/2023;15:00;CNJBF;2ªF - SU;FILIPA_LENC - FAMÕES_CA;ESC. FILIPA DE LENCASTRE;HENRIQUE LOPES;;;
